datetime,open,high,low,close,volume
2025-01-08 19:00:00,0.3013,0.3129,0.3002,0.3025,39144196.0
2025-01-08 20:00:00,0.3025,0.3077,0.3002,0.3018,23501135.0
2025-01-08 21:00:00,0.3019,0.3081,0.2887,0.3061,38323325.0
2025-01-08 22:00:00,0.306,0.31,0.2913,0.3097,31175840.0
2025-01-08 23:00:00,0.3095,0.3172,0.3042,0.3124,29639005.0
2025-01-09 00:00:00,0.3123,0.3159,0.302,0.3131,31627900.0
2025-01-09 01:00:00,0.3133,0.37,0.3128,0.3545,110657048.0
2025-01-09 02:00:00,0.3547,0.3617,0.325,0.3259,76572318.0
2025-01-09 03:00:00,0.3259,0.3382,0.3158,0.3164,50946651.0
2025-01-09 04:00:00,0.3165,0.3207,0.3073,0.3158,38994353.0
2025-01-09 05:00:00,0.3158,0.327,0.2937,0.2945,48917895.0
2025-01-09 06:00:00,0.2945,0.2964,0.277,0.2784,76236359.0
2025-01-09 07:00:00,0.2784,0.2815,0.2615,0.2727,111005525.0
2025-01-09 08:00:00,0.2728,0.3003,0.2691,0.2899,91234059.0
2025-01-09 09:00:00,0.29,0.3041,0.2898,0.2913,58284989.0
2025-01-09 10:00:00,0.2914,0.2951,0.2786,0.284,46461196.0
2025-01-09 11:00:00,0.2839,0.2986,0.2808,0.2926,42802914.0
2025-01-09 12:00:00,0.2926,0.2942,0.2806,0.2879,33276299.0
2025-01-09 13:00:00,0.288,0.2881,0.2616,0.263,68696087.0
2025-01-09 14:00:00,0.2629,0.2828,0.2523,0.2765,112369123.0
2025-01-09 15:00:00,0.2766,0.2959,0.2728,0.2916,68471205.0
2025-01-09 16:00:00,0.2915,0.3001,0.287,0.2951,47404417.0
2025-01-09 17:00:00,0.295,0.3046,0.2855,0.289,50382090.0
2025-01-09 18:00:00,0.2891,0.2924,0.2812,0.2861,27443810.0
2025-01-09 19:00:00,0.2861,0.288,0.2759,0.2777,19796746.0
2025-01-09 20:00:00,0.2778,0.2844,0.2762,0.2806,21638538.0
2025-01-09 21:00:00,0.2806,0.2831,0.2773,0.2817,20333353.0
2025-01-09 22:00:00,0.2816,0.2918,0.2778,0.2885,20045328.0
2025-01-09 23:00:00,0.2885,0.2969,0.2837,0.286,18729126.0
2025-01-10 00:00:00,0.2861,0.2962,0.2833,0.2907,23826297.0
2025-01-10 01:00:00,0.2907,0.32,0.2897,0.3181,61951984.0
2025-01-10 02:00:00,0.318,0.3275,0.3059,0.317,54847726.0
2025-01-10 03:00:00,0.317,0.3214,0.3054,0.3093,25917330.0
2025-01-10 04:00:00,0.3094,0.332,0.3092,0.3264,49311496.0
2025-01-10 05:00:00,0.3264,0.3626,0.3245,0.3502,99121597.0
2025-01-10 06:00:00,0.3502,0.3652,0.3393,0.3566,77611933.0
2025-01-10 07:00:00,0.3566,0.3621,0.3463,0.3526,68624986.0
2025-01-10 08:00:00,0.3527,0.358,0.3419,0.3549,57734445.0
2025-01-10 09:00:00,0.3549,0.3811,0.3447,0.3653,107148888.0
2025-01-10 10:00:00,0.3655,0.3696,0.3504,0.3645,56532193.0
2025-01-10 11:00:00,0.3645,0.3674,0.346,0.3525,42783344.0
2025-01-10 12:00:00,0.3527,0.3631,0.3437,0.3581,42789604.0
2025-01-10 13:00:00,0.3581,0.3581,0.3075,0.3266,119454348.0
2025-01-10 14:00:00,0.3265,0.3441,0.325,0.3305,59211787.0
2025-01-10 15:00:00,0.3304,0.3467,0.322,0.3376,49971940.0
2025-01-10 16:00:00,0.3375,0.3385,0.3207,0.3225,32190100.0
2025-01-10 17:00:00,0.3226,0.3435,0.319,0.3418,40266591.0
2025-01-10 18:00:00,0.3417,0.3481,0.3369,0.3379,35414179.0
2025-01-10 19:00:00,0.338,0.3453,0.3338,0.3361,19008725.0
2025-01-10 20:00:00,0.336,0.3371,0.3273,0.3299,17691264.0
2025-01-10 21:00:00,0.33,0.3342,0.3252,0.3261,13297290.0
2025-01-10 22:00:00,0.3261,0.3387,0.324,0.3325,19331802.0
2025-01-10 23:00:00,0.3326,0.3364,0.3205,0.323,27247703.0
2025-01-11 00:00:00,0.323,0.3263,0.3132,0.3153,28138042.0
2025-01-11 01:00:00,0.3153,0.3195,0.3,0.3028,33909624.0
2025-01-11 02:00:00,0.3028,0.3094,0.2888,0.2903,35746116.0
2025-01-11 03:00:00,0.2901,0.2924,0.2669,0.2724,56566948.0
2025-01-11 04:00:00,0.2722,0.2774,0.2655,0.2683,38906164.0
2025-01-11 05:00:00,0.2683,0.2725,0.2622,0.2698,35568914.0
2025-01-11 06:00:00,0.2701,0.2761,0.2552,0.2648,71973249.0
2025-01-11 07:00:00,0.2648,0.2687,0.2618,0.2684,33912908.0
2025-01-11 08:00:00,0.2683,0.2715,0.2623,0.2668,41445583.0
2025-01-11 09:00:00,0.2667,0.2748,0.2666,0.2747,31610511.0
2025-01-11 10:00:00,0.2747,0.2775,0.2652,0.2733,43878583.0
2025-01-11 11:00:00,0.2733,0.2769,0.2666,0.2762,32372330.0
2025-01-11 12:00:00,0.2761,0.2871,0.2719,0.2847,45420714.0
2025-01-11 13:00:00,0.2848,0.2871,0.2735,0.2744,37206061.0
2025-01-11 14:00:00,0.2744,0.2776,0.2665,0.2716,44824316.0
2025-01-11 15:00:00,0.2716,0.2749,0.2504,0.2538,80474239.0
2025-01-11 16:00:00,0.2538,0.2544,0.2411,0.2452,91575026.0
2025-01-11 17:00:00,0.2451,0.2498,0.241,0.2458,53795124.0
2025-01-11 18:00:00,0.2458,0.248,0.242,0.2446,34656391.0
2025-01-11 19:00:00,0.2446,0.2487,0.2351,0.239,67221404.0
2025-01-11 20:00:00,0.2391,0.2477,0.2387,0.2474,33158303.0
2025-01-11 21:00:00,0.2474,0.2587,0.2465,0.2572,41643956.0
2025-01-11 22:00:00,0.2574,0.2609,0.2501,0.2501,33637700.0
2025-01-11 23:00:00,0.2501,0.2533,0.246,0.2479,29332044.0
2025-01-12 00:00:00,0.2479,0.2487,0.2421,0.246,36433283.0
2025-01-12 01:00:00,0.246,0.2526,0.2401,0.2521,37215819.0
2025-01-12 02:00:00,0.2522,0.257,0.2471,0.2475,43836146.0
2025-01-12 03:00:00,0.2474,0.2543,0.2472,0.2524,28569255.0
2025-01-12 04:00:00,0.2524,0.2552,0.2473,0.2497,26540121.0
2025-01-12 05:00:00,0.2497,0.279,0.2497,0.2727,81936501.0
2025-01-12 06:00:00,0.2727,0.2913,0.272,0.2748,107551927.0
2025-01-12 07:00:00,0.2748,0.2828,0.2694,0.2749,69583685.0
2025-01-12 08:00:00,0.2749,0.2835,0.2728,0.2736,56105410.0
2025-01-12 09:00:00,0.2735,0.2805,0.2702,0.2727,51963575.0
2025-01-12 10:00:00,0.2726,0.2787,0.2645,0.2712,67753121.0
2025-01-12 11:00:00,0.2712,0.285,0.2655,0.2802,61494760.0
2025-01-12 12:00:00,0.2804,0.2865,0.2723,0.273,70219456.0
2025-01-12 13:00:00,0.2731,0.2803,0.2711,0.2775,51748008.0
2025-01-12 14:00:00,0.2776,0.2828,0.2696,0.2718,51868574.0
2025-01-12 15:00:00,0.2719,0.2828,0.2583,0.2652,81106654.0
2025-01-12 16:00:00,0.2651,0.2653,0.256,0.2587,48658397.0
2025-01-12 17:00:00,0.2587,0.2607,0.2516,0.2528,44912113.0
2025-01-12 18:00:00,0.2527,0.254,0.245,0.2454,33493375.0
2025-01-12 19:00:00,0.2453,0.249,0.2421,0.2433,26744803.0
2025-01-12 20:00:00,0.2433,0.2457,0.2414,0.2426,16523778.0
2025-01-12 21:00:00,0.2426,0.2442,0.2403,0.2421,24932624.0
2025-01-12 22:00:00,0.242,0.2428,0.2334,0.2378,34680398.0
2025-01-12 23:00:00,0.2379,0.2424,0.2367,0.2398,29957252.0
2025-01-13 00:00:00,0.2397,0.2467,0.2361,0.2455,47818398.0
2025-01-13 01:00:00,0.2455,0.2492,0.2381,0.2385,40332457.0
2025-01-13 02:00:00,0.2385,0.2398,0.2154,0.2203,110550446.0
2025-01-13 03:00:00,0.2204,0.2219,0.205,0.2082,91927631.0
2025-01-13 04:00:00,0.2083,0.2145,0.203,0.2059,113061342.0
2025-01-13 05:00:00,0.2059,0.2074,0.2008,0.204,69623973.0
2025-01-13 06:00:00,0.2041,0.2117,0.202,0.2064,84979232.0
2025-01-13 07:00:00,0.2063,0.2095,0.2051,0.2089,44816476.0
2025-01-13 08:00:00,0.2088,0.2092,0.1903,0.1933,140268612.0
2025-01-13 09:00:00,0.1933,0.1947,0.185,0.1912,174783597.0
2025-01-13 10:00:00,0.1911,0.1925,0.1819,0.1886,114622345.0
2025-01-13 11:00:00,0.1886,0.1904,0.1834,0.1873,84662895.0
2025-01-13 12:00:00,0.1873,0.1978,0.1855,0.196,138889608.0
2025-01-13 13:00:00,0.196,0.1964,0.1895,0.1917,93796802.0
2025-01-13 14:00:00,0.1917,0.205,0.1887,0.2,142479542.0
2025-01-13 15:00:00,0.2001,0.2087,0.197,0.1974,116778211.0
2025-01-13 16:00:00,0.1973,0.202,0.1892,0.192,87979538.0
2025-01-13 17:00:00,0.192,0.1995,0.1918,0.1961,55525692.0
2025-01-13 18:00:00,0.196,0.1963,0.1836,0.1905,80497092.0
2025-01-13 19:00:00,0.1905,0.1922,0.1844,0.1853,48297399.0
2025-01-13 20:00:00,0.1853,0.21,0.1853,0.1973,64043053.0
2025-01-13 21:00:00,0.1973,0.2048,0.196,0.2043,56774517.0
2025-01-13 22:00:00,0.2044,0.2065,0.2005,0.2018,35947077.0
2025-01-13 23:00:00,0.2019,0.2076,0.2011,0.204,30650516.0
2025-01-14 00:00:00,0.2039,0.2124,0.2028,0.2077,51739384.0
2025-01-14 01:00:00,0.2076,0.2257,0.2075,0.2158,86314489.0
2025-01-14 02:00:00,0.2157,0.2245,0.2138,0.2187,57560783.0
2025-01-14 03:00:00,0.2186,0.2228,0.2139,0.2148,39329638.0
2025-01-14 04:00:00,0.2149,0.2228,0.2101,0.2224,57211217.0
2025-01-14 05:00:00,0.2223,0.2258,0.2143,0.2167,58108143.0
2025-01-14 06:00:00,0.2167,0.217,0.2058,0.2073,52628414.0
2025-01-14 07:00:00,0.2074,0.2126,0.2072,0.2105,35389682.0
2025-01-14 08:00:00,0.2104,0.2149,0.2092,0.2111,41205942.0
2025-01-14 09:00:00,0.2112,0.2222,0.2071,0.2217,75892729.0
2025-01-14 10:00:00,0.2216,0.2223,0.2119,0.213,44092183.0
2025-01-14 11:00:00,0.213,0.2193,0.2124,0.2129,36455307.0
2025-01-14 12:00:00,0.2129,0.2181,0.2077,0.2153,54249303.0
2025-01-14 13:00:00,0.2153,0.2209,0.2129,0.217,51144131.0
2025-01-14 14:00:00,0.2172,0.2312,0.2165,0.223,73890928.0
2025-01-14 15:00:00,0.2231,0.232,0.2204,0.2218,73134846.0
2025-01-14 16:00:00,0.2218,0.223,0.2161,0.2168,61062416.0
2025-01-14 17:00:00,0.2168,0.2178,0.2102,0.2106,44344804.0
2025-01-14 18:00:00,0.2106,0.2215,0.2106,0.2183,36419811.0
2025-01-14 19:00:00,0.2184,0.2215,0.2163,0.2179,27784420.0
2025-01-14 20:00:00,0.2178,0.218,0.2107,0.2138,28554520.0
2025-01-14 21:00:00,0.2137,0.2224,0.2127,0.2199,27178740.0
2025-01-14 22:00:00,0.2199,0.2237,0.2154,0.2235,26643561.0
2025-01-14 23:00:00,0.2235,0.2404,0.2232,0.2352,90447677.0
2025-01-15 00:00:00,0.2351,0.236,0.2196,0.2206,67999817.0
2025-01-15 01:00:00,0.2206,0.2219,0.2103,0.2117,48961194.0
2025-01-15 02:00:00,0.2117,0.2153,0.2053,0.2074,45242973.0
2025-01-15 03:00:00,0.2074,0.2114,0.206,0.2078,30314679.0
2025-01-15 04:00:00,0.2079,0.2163,0.2027,0.2154,60758106.0
2025-01-15 05:00:00,0.2153,0.2159,0.2078,0.2083,34071699.0
2025-01-15 06:00:00,0.2084,0.2088,0.1883,0.1898,103989127.0
2025-01-15 07:00:00,0.1898,0.1943,0.187,0.189,67833462.0
2025-01-15 08:00:00,0.189,0.1895,0.176,0.1792,123097290.0
2025-01-15 09:00:00,0.1791,0.1808,0.1687,0.17,130197825.0
2025-01-15 10:00:00,0.1699,0.1722,0.1664,0.1699,89616946.0
2025-01-15 11:00:00,0.1699,0.1707,0.1615,0.1679,135311509.0
2025-01-15 12:00:00,0.1678,0.1699,0.1632,0.1668,80643641.0
2025-01-15 13:00:00,0.1668,0.1846,0.1643,0.1827,192744104.0
2025-01-15 14:00:00,0.1827,0.1936,0.1737,0.1911,196672316.0
2025-01-15 15:00:00,0.1912,0.1967,0.1838,0.1849,140597626.0
2025-01-15 16:00:00,0.1849,0.1944,0.1847,0.1889,87336996.0
2025-01-15 17:00:00,0.1889,0.1943,0.1872,0.1892,61588137.0
2025-01-15 18:00:00,0.1892,0.1925,0.1816,0.1917,71788504.0
2025-01-15 19:00:00,0.1917,0.1961,0.1903,0.1945,43476168.0
2025-01-15 20:00:00,0.1945,0.204,0.1936,0.1942,79708149.0
2025-01-15 21:00:00,0.1942,0.2008,0.1942,0.1988,40685880.0
2025-01-15 22:00:00,0.1989,0.2045,0.1957,0.2038,44784290.0
2025-01-15 23:00:00,0.2039,0.2058,0.1928,0.1943,61076201.0
2025-01-16 00:00:00,0.1943,0.1952,0.1667,0.1667,150510852.0
2025-01-16 01:00:00,0.1668,0.1876,0.1668,0.1867,139670013.0
2025-01-16 02:00:00,0.1867,0.2261,0.1861,0.2256,239015710.0
2025-01-16 03:00:00,0.2256,0.235,0.2057,0.2128,205391549.0
2025-01-16 04:00:00,0.2128,0.2217,0.2067,0.2076,104493486.0
2025-01-16 05:00:00,0.2076,0.2191,0.2072,0.2148,59572962.0
2025-01-16 06:00:00,0.2149,0.2235,0.2141,0.215,72948036.0
2025-01-16 07:00:00,0.215,0.2246,0.2145,0.2221,66146726.0
2025-01-16 08:00:00,0.222,0.2236,0.2122,0.2178,112819951.0
2025-01-16 09:00:00,0.2178,0.2198,0.2027,0.2055,87405227.0
2025-01-16 10:00:00,0.2054,0.2067,0.196,0.2007,122172023.0
2025-01-16 11:00:00,0.2006,0.2091,0.1958,0.2051,100780960.0
2025-01-16 12:00:00,0.2051,0.2061,0.1966,0.1981,78930951.0
2025-01-16 13:00:00,0.198,0.1994,0.1842,0.1858,131659069.0
2025-01-16 14:00:00,0.1858,0.1884,0.1761,0.1791,116572032.0
2025-01-16 15:00:00,0.179,0.1824,0.1739,0.1811,85629468.0
2025-01-16 16:00:00,0.1811,0.1848,0.1775,0.179,78613025.0
2025-01-16 17:00:00,0.1789,0.1847,0.1777,0.1842,45838329.0
2025-01-16 18:00:00,0.1841,0.1863,0.1791,0.1801,51906799.0
2025-01-16 19:00:00,0.1801,0.1859,0.1796,0.1855,30285318.0
2025-01-16 20:00:00,0.1855,0.1894,0.1807,0.1816,44973611.0
2025-01-16 21:00:00,0.1816,0.1829,0.1784,0.1788,35322564.0
2025-01-16 22:00:00,0.1788,0.1798,0.1723,0.1758,58249239.0
2025-01-16 23:00:00,0.1757,0.1787,0.1751,0.1758,30153728.0
2025-01-17 00:00:00,0.1757,0.1815,0.1757,0.179,51313823.0
2025-01-17 01:00:00,0.179,0.187,0.179,0.1841,57619984.0
2025-01-17 02:00:00,0.184,0.1899,0.1805,0.1822,64237244.0
2025-01-17 03:00:00,0.1821,0.1844,0.179,0.1802,47028896.0
2025-01-17 04:00:00,0.1801,0.1841,0.1779,0.1838,46908788.0
2025-01-17 05:00:00,0.1837,0.1853,0.1776,0.1786,49268277.0
2025-01-17 06:00:00,0.1786,0.1792,0.1747,0.1783,53622226.0
2025-01-17 07:00:00,0.1783,0.1796,0.1679,0.1709,106994147.0
2025-01-17 08:00:00,0.171,0.1853,0.1708,0.1851,108357390.0
2025-01-17 09:00:00,0.185,0.1884,0.1801,0.1815,84809489.0
2025-01-17 10:00:00,0.1816,0.1849,0.1783,0.1792,58994199.0
2025-01-17 11:00:00,0.1792,0.1823,0.1772,0.1789,46879302.0
2025-01-17 12:00:00,0.179,0.1823,0.1755,0.1761,56434487.0
2025-01-17 13:00:00,0.1762,0.1844,0.176,0.1788,68533134.0
2025-01-17 14:00:00,0.1787,0.1793,0.1706,0.1726,84916423.0
2025-01-17 15:00:00,0.1726,0.1776,0.1683,0.1709,65281644.0
2025-01-17 16:00:00,0.171,0.1795,0.17,0.1744,78272119.0
2025-01-17 17:00:00,0.1744,0.1778,0.1669,0.168,58435335.0
2025-01-17 18:00:00,0.1681,0.1698,0.1651,0.1677,64276663.0
2025-01-17 19:00:00,0.1677,0.1719,0.1674,0.1683,34570902.0
2025-01-17 20:00:00,0.1682,0.1786,0.1682,0.1784,50446314.0
2025-01-17 21:00:00,0.1784,0.1797,0.1742,0.1751,39020941.0
2025-01-17 22:00:00,0.1752,0.1787,0.1745,0.1765,23006343.0
2025-01-17 23:00:00,0.1764,0.1794,0.1754,0.1766,21447656.0
2025-01-18 00:00:00,0.1766,0.1791,0.1741,0.1768,32029016.0
2025-01-18 01:00:00,0.1768,0.1806,0.1749,0.1794,53217591.0
2025-01-18 02:00:00,0.1793,0.1806,0.1541,0.1561,154141612.0
2025-01-18 03:00:00,0.156,0.1596,0.141,0.1412,223213371.0
2025-01-18 04:00:00,0.1412,0.1464,0.138,0.1412,178295388.0
2025-01-18 05:00:00,0.1411,0.1438,0.134,0.1372,126873707.0
2025-01-18 06:00:00,0.1372,0.141,0.1356,0.1365,85811581.0
2025-01-18 07:00:00,0.1364,0.14,0.1302,0.1316,119670893.0
2025-01-18 08:00:00,0.1316,0.1329,0.1224,0.1267,195767395.0
2025-01-18 09:00:00,0.1268,0.1309,0.125,0.1296,90675940.0
2025-01-18 10:00:00,0.1296,0.1306,0.1213,0.126,95456516.0
2025-01-18 11:00:00,0.1259,0.1291,0.1232,0.1263,90664543.0
2025-01-18 12:00:00,0.1263,0.1325,0.1262,0.1315,83695762.0
2025-01-18 13:00:00,0.1316,0.1329,0.1251,0.1261,85092890.0
2025-01-18 14:00:00,0.126,0.1263,0.1122,0.1131,263789786.0
2025-01-18 15:00:00,0.1132,0.1236,0.109,0.1183,255323361.0
2025-01-18 16:00:00,0.1183,0.1265,0.1181,0.1245,130254530.0
2025-01-18 17:00:00,0.1246,0.1287,0.1243,0.1255,84407583.0
2025-01-18 18:00:00,0.1255,0.1317,0.1253,0.1282,83612252.0
2025-01-18 19:00:00,0.1281,0.1311,0.1276,0.1294,47185014.0
2025-01-18 20:00:00,0.1294,0.1333,0.1267,0.1284,62020783.0
2025-01-18 21:00:00,0.1284,0.1322,0.1281,0.1303,32674725.0
2025-01-18 22:00:00,0.1303,0.1352,0.1301,0.134,41271427.0
2025-01-18 23:00:00,0.134,0.1357,0.13,0.1314,40199454.0
2025-01-19 00:00:00,0.1315,0.1426,0.1312,0.142,98181479.0
2025-01-19 01:00:00,0.1421,0.1474,0.1343,0.1429,130479046.0
2025-01-19 02:00:00,0.143,0.158,0.1386,0.1487,200802711.0
2025-01-19 03:00:00,0.1487,0.1509,0.1348,0.1364,107324269.0
2025-01-19 04:00:00,0.1364,0.1373,0.1266,0.128,111730335.0
2025-01-19 05:00:00,0.128,0.1319,0.1271,0.1289,54899248.0
2025-01-19 06:00:00,0.1289,0.1298,0.1199,0.1209,78061783.0
2025-01-19 07:00:00,0.1209,0.1281,0.118,0.1234,96265247.0
2025-01-19 08:00:00,0.1234,0.1259,0.1192,0.1218,95361248.0
2025-01-19 09:00:00,0.1219,0.1302,0.1152,0.1292,150941405.0
2025-01-19 10:00:00,0.1292,0.1332,0.1245,0.1297,88759697.0
2025-01-19 11:00:00,0.1298,0.1318,0.1233,0.1247,67062603.0
2025-01-19 12:00:00,0.1248,0.1377,0.1245,0.1345,114274407.0
2025-01-19 13:00:00,0.1344,0.1408,0.1332,0.1392,97536562.0
2025-01-19 14:00:00,0.1392,0.1405,0.1282,0.1329,110926233.0
2025-01-19 15:00:00,0.1329,0.1381,0.1304,0.1331,87909158.0
2025-01-19 16:00:00,0.1331,0.1408,0.1328,0.1357,72174730.0
2025-01-19 17:00:00,0.1357,0.1419,0.1351,0.1409,38010422.0
2025-01-19 18:00:00,0.1409,0.1467,0.1402,0.141,51154939.0
2025-01-19 19:00:00,0.141,0.1425,0.1377,0.1392,40966931.0
2025-01-19 20:00:00,0.1393,0.1508,0.1385,0.1466,89947818.0
2025-01-19 21:00:00,0.1466,0.1495,0.1331,0.135,106550466.0
2025-01-19 22:00:00,0.135,0.1376,0.1104,0.1131,162279347.0
2025-01-19 23:00:00,0.113,0.1131,0.0952,0.1022,215805963.0
2025-01-20 00:00:00,0.1023,0.103,0.0904,0.0909,173111614.0
2025-01-20 01:00:00,0.0909,0.1037,0.0906,0.1037,161174142.0
2025-01-20 02:00:00,0.1037,0.1089,0.0991,0.1014,103876091.0
2025-01-20 03:00:00,0.1015,0.1087,0.1013,0.1068,77035688.0
2025-01-20 04:00:00,0.1067,0.1087,0.1019,0.1023,63490359.0
2025-01-20 05:00:00,0.1022,0.1055,0.1,0.1035,92131737.0
2025-01-20 06:00:00,0.1034,0.1172,0.103,0.1151,113219797.0
2025-01-20 07:00:00,0.1153,0.1218,0.1132,0.1211,124447347.0
2025-01-20 08:00:00,0.1213,0.1256,0.1201,0.1228,108450083.0
2025-01-20 09:00:00,0.1228,0.1278,0.1205,0.1246,80865248.0
2025-01-20 10:00:00,0.1245,0.1261,0.114,0.1156,72604096.0
2025-01-20 11:00:00,0.1157,0.1208,0.115,0.1199,57258571.0
2025-01-20 12:00:00,0.1199,0.1247,0.112,0.1215,122175845.0
2025-01-20 13:00:00,0.1216,0.1228,0.1147,0.1177,73888844.0
2025-01-20 14:00:00,0.1177,0.1194,0.1128,0.1135,51027112.0
2025-01-20 15:00:00,0.1134,0.116,0.111,0.1145,64772716.0
2025-01-20 16:00:00,0.1145,0.124,0.1127,0.1231,69433274.0
2025-01-20 17:00:00,0.123,0.1379,0.1176,0.1244,234224662.0
2025-01-20 18:00:00,0.1244,0.1423,0.1239,0.1391,129997836.0
2025-01-20 19:00:00,0.139,0.1443,0.1367,0.1411,73479584.0
2025-01-20 20:00:00,0.1412,0.1459,0.139,0.1439,44764174.0
2025-01-20 21:00:00,0.1438,0.1485,0.142,0.1454,52502307.0
2025-01-20 22:00:00,0.1453,0.1535,0.1396,0.1518,83869361.0
2025-01-20 23:00:00,0.1518,0.1687,0.145,0.154,201195818.0
2025-01-21 00:00:00,0.1541,0.1681,0.1432,0.1457,266366914.0
2025-01-21 01:00:00,0.1457,0.1596,0.141,0.1579,180340969.0
2025-01-21 02:00:00,0.1579,0.1612,0.1513,0.1606,110880007.0
2025-01-21 03:00:00,0.1605,0.163,0.1478,0.1563,121668371.0
2025-01-21 04:00:00,0.1563,0.1563,0.1459,0.1505,117632067.0
2025-01-21 05:00:00,0.1506,0.1508,0.1439,0.1494,102335162.0
2025-01-21 06:00:00,0.1495,0.1646,0.1471,0.1615,164635765.0
2025-01-21 07:00:00,0.1615,0.198,0.161,0.1751,456078036.0
2025-01-21 08:00:00,0.1751,0.179,0.1669,0.1685,199948918.0
2025-01-21 09:00:00,0.1686,0.1722,0.1567,0.1594,180795651.0
2025-01-21 10:00:00,0.1595,0.1644,0.1551,0.1624,119654815.0
2025-01-21 11:00:00,0.1623,0.1739,0.162,0.169,152489755.0
2025-01-21 12:00:00,0.1689,0.1694,0.1535,0.1556,130011413.0
2025-01-21 13:00:00,0.1557,0.1605,0.155,0.1587,83168059.0
2025-01-21 14:00:00,0.1587,0.1596,0.1457,0.1469,147206497.0
2025-01-21 15:00:00,0.1469,0.1484,0.1404,0.1451,136013449.0
2025-01-21 16:00:00,0.1452,0.1557,0.1447,0.1487,159085793.0
2025-01-21 17:00:00,0.1487,0.1634,0.1472,0.1613,94273251.0
2025-01-21 18:00:00,0.1613,0.1769,0.1606,0.1719,160774515.0
2025-01-21 19:00:00,0.172,0.1738,0.162,0.1638,68894680.0
2025-01-21 20:00:00,0.1638,0.1693,0.1618,0.1654,53377545.0
2025-01-21 21:00:00,0.1654,0.1658,0.1552,0.1555,48816726.0
2025-01-21 22:00:00,0.1555,0.1639,0.1538,0.1586,51161135.0
2025-01-21 23:00:00,0.1587,0.1618,0.1552,0.156,49348863.0
2025-01-22 00:00:00,0.1561,0.1574,0.1502,0.1526,62577123.0
2025-01-22 01:00:00,0.1527,0.1638,0.1487,0.1566,70704224.0
2025-01-22 02:00:00,0.1566,0.1664,0.1531,0.1619,62578320.0
2025-01-22 03:00:00,0.1619,0.1734,0.1609,0.1723,67458374.0
2025-01-22 04:00:00,0.1724,0.1932,0.1691,0.1755,157885668.0
2025-01-22 05:00:00,0.1755,0.2077,0.1754,0.2023,133675556.0
2025-01-22 06:00:00,0.2024,0.2315,0.2013,0.2205,280980701.0
2025-01-22 07:00:00,0.2205,0.2385,0.2102,0.2246,193059641.0
2025-01-22 08:00:00,0.2245,0.2289,0.2033,0.2038,168554140.0
2025-01-22 09:00:00,0.2039,0.2128,0.2013,0.2105,130259421.0
2025-01-22 10:00:00,0.2106,0.2204,0.2075,0.2181,99694422.0
2025-01-22 11:00:00,0.2181,0.2344,0.2106,0.2272,150800279.0
2025-01-22 12:00:00,0.2271,0.2433,0.2146,0.2256,218331979.0
2025-01-22 13:00:00,0.2254,0.2299,0.2124,0.2135,123893220.0
