datetime,open,high,low,close,volume,ma10,momentum10,ma4,ma16,ma24
2023-01-01 00:00:00,1202.85,1203.92,1201.06,1202.79,4846.3167,,,,,
2023-01-01 01:00:00,1202.79,1203.0,1198.9,1200.78,7918.6968,,,,,
2023-01-01 02:00:00,1200.78,1200.99,1199.24,1199.6,3417.3679,,,,,
2023-01-01 03:00:00,1199.59,1205.61,1199.42,1202.65,6435.0204,,,1201.455,,
2023-01-01 04:00:00,1202.66,1203.71,1202.3,1202.34,3557.3473,,,1201.3425,,
2023-01-01 05:00:00,1202.33,1203.0,1199.83,1200.1,3865.4862,,,1201.1725000000001,,
2023-01-01 06:00:00,1200.09,1201.11,1193.08,1196.19,9549.4793,,,1200.32,,
2023-01-01 07:00:00,1196.18,1197.43,1193.6,1196.13,5927.432,,,1198.69,,
2023-01-01 08:00:00,1196.13,1196.7,1192.72,1194.09,5889.384,,,1196.6275,,
2023-01-01 09:00:00,1194.09,1196.37,1193.84,1196.02,3157.2079,1199.069,-6.769999999999982,1195.6075,,
2023-01-01 10:00:00,1196.01,1196.74,1194.11,1195.4,3752.0476,1198.3300000000002,-5.379999999999882,1195.41,,
2023-01-01 11:00:00,1195.41,1195.41,1191.71,1194.04,7493.4207,1197.656,-5.559999999999945,1194.8875,,
2023-01-01 12:00:00,1194.05,1194.05,1190.57,1192.92,6409.2491,1196.9879999999998,-9.730000000000018,1194.595,,
2023-01-01 13:00:00,1192.92,1194.67,1192.71,1194.54,2316.3448,1196.177,-7.799999999999954,1194.2250000000001,,
2023-01-01 14:00:00,1194.55,1195.23,1193.81,1194.81,4102.0957,1195.424,-5.289999999999964,1194.0774999999999,,
2023-01-01 15:00:00,1194.81,1195.75,1193.04,1195.06,5826.7698,1194.9199999999998,-1.1300000000001091,1194.3325,1197.34125,
2023-01-01 16:00:00,1195.07,1195.9,1194.17,1194.28,3124.6022,1194.7289999999998,-1.8500000000001364,1194.6725,1196.8093749999998,
2023-01-01 17:00:00,1194.27,1196.55,1193.98,1196.48,2763.9478,1194.764,2.3900000000001,1195.1574999999998,1196.540625,
2023-01-01 18:00:00,1196.47,1197.19,1195.59,1197.14,2006.5809,1195.069,1.1200000000001182,1195.74,1196.3868750000001,
2023-01-01 19:00:00,1197.14,1197.41,1195.72,1196.34,2854.0542,1195.101,0.9399999999998272,1196.06,1195.9925,
2023-01-01 20:00:00,1196.35,1198.5,1195.83,1197.17,4418.7365,1195.2779999999998,3.130000000000109,1196.7825,1195.669375,
2023-01-01 21:00:00,1197.16,1197.29,1193.54,1195.26,4804.449,1195.4,2.339999999999918,1196.4775,1195.3668750000002,
2023-01-01 22:00:00,1195.26,1195.86,1194.2,1194.5,3496.2584,1195.558,-0.0399999999999636,1195.8174999999999,1195.26125,
2023-01-01 23:00:00,1194.5,1196.81,1194.34,1196.81,2771.4134,1195.785,2.0,1195.935,1195.30375,1196.8933333333332
